Timestamp_UTC,AirTemp_C,GroundTemp_0cm_C,GroundTemp_18p9cm_C,GroundTemp_37p1cm_C,GroundTemp_55p3cm_C,QC_AirTemp_C,QC_GroundTemp_0cm_C,QC_GroundTemp_18p9cm_C,QC_GroundTemp_37p1cm_C,QC_GroundTemp_55p3cm_C
2023-08-13 01:00:00,16.5338888888889,13.9777777777778,10.6627777777778,2.37,-0.00388888888888969,0,0,0,0,0
2023-08-13 02:00:00,16.5822222222222,13.9061111111111,8.66777777777778,0.98888888888889,-0.0322222222222221,0,0,1,1,0
2023-08-13 03:00:00,15.8911111111111,13.6422222222222,8.095,0.907222222222224,-0.0322222222222221,0,0,0,0,0
2023-08-13 04:00:00,14.625,13.1611111111111,7.695,0.880000000000002,-0.0322222222222221,0,0,0,0,0
2023-08-13 05:00:00,13.2572222222222,12.4372222222222,7.31777777777778,0.852222222222222,-0.00388888888888969,0,0,0,0,0
2023-08-13 06:00:00,11.71,11.6372222222222,6.91388888888889,0.880000000000002,-0.00388888888888969,0,0,0,0,0
2023-08-13 07:00:00,10.2961111111111,10.81,6.535,0.852222222222222,0.0238888888888885,0,0,0,0,0
2023-08-13 08:00:00,10.4427777777778,10.1,6.17888888888889,0.852222222222222,-0.00388888888888969,0,0,0,0,0
2023-08-13 09:00:00,9.015,9.485,5.87222222222222,0.825,0.0238888888888885,0,0,0,0,0
2023-08-13 10:00:00,8.195,8.76722222222222,5.48777777777778,0.825,0.0238888888888885,0,0,0,0,0
2023-08-13 11:00:00,7.745,8.07,5.12777777777778,0.797222222222223,0.0238888888888885,0,0,0,0,0
2023-08-13 12:00:00,6.78777777777778,7.46888888888889,4.79222222222222,0.797222222222223,0.0238888888888885,0,0,0,0,0
2023-08-13 13:00:00,6.94,6.94,4.50611111111111,0.770000000000002,-0.00388888888888969,0,0,0,0,0
2023-08-13 14:00:00,7.11611111111111,6.50888888888889,4.22,0.742222222222221,-0.00388888888888969,0,0,0,0,0
2023-08-13 15:00:00,6.99,6.255,4.03722222222222,0.715,-0.00388888888888969,0,0,0,0,0
2023-08-13 16:00:00,8.045,6.23,3.90611111111111,0.715,-0.00388888888888969,0,0,0,0,0
2023-08-13 17:00:00,10.565,6.73722222222222,4.01111111111111,0.687222222222223,-0.00388888888888969,0,0,0,0,0
2023-08-13 18:00:00,15.1511111111111,8.22,4.40222222222222,0.687222222222223,-0.00388888888888969,0,0,0,0,0
2023-08-13 19:00:00,16.225,10.1,4.895,0.687222222222223,-0.0322222222222221,0,0,0,0,0
2023-08-13 20:00:00,17.7722222222222,11.8561111111111,5.48777777777778,0.687222222222223,-0.0322222222222221,0,0,0,0,0
2023-08-13 21:00:00,20.055,13.6661111111111,6.38222222222222,0.715,-0.0322222222222221,1,0,0,0,0
2023-08-13 22:00:00,12.7027777777778,14.0261111111111,7.24222222222222,0.770000000000002,-0.00388888888888969,1,0,1,0,0
2023-08-13 23:00:00,12.2677777777778,13.185,6.83888888888889,0.742222222222221,-0.00388888888888969,0,0,0,0,0
2023-08-14 00:00:00,11.0527777777778,12.3638888888889,6.73722222222222,0.742222222222221,-0.00388888888888969,0,0,0,0,0
2023-08-14 01:00:00,12.2677777777778,12.0011111111111,6.83888888888889,0.742222222222221,-0.00388888888888969,0,0,0,0,0
