DateTime,AirTemp_C,Soil2Temp_C,Soil3Temp_C,Soil1Temp_C,Soil4Temp_C
09-Aug-2023 16:00:01,21.103,8.17,1.697,14.673,0.163
09-Aug-2023 17:00:01,17.368,7.217,1.398,13.642,0.079
09-Aug-2023 18:00:01,17.534,10.932,2.182,13.906,0.163
09-Aug-2023 19:00:01,16.701,8.792,1.832,13.978,0.079
09-Aug-2023 20:00:01,15.557,8.02,1.778,14.002,0.079
09-Aug-2023 21:00:01,15.366,7.67,1.724,13.738,0.079
09-Aug-2023 22:00:01,14.745,7.444,1.724,13.425,0.079
09-Aug-2023 23:00:01,14.194,7.293,1.697,13.016,0.107
10-Aug-2023 00:00:01,14.002,7.116,1.697,12.751,0.079
10-Aug-2023 01:00:01,13.594,6.965,1.67,12.509,0.107
10-Aug-2023 02:00:01,13.473,6.788,1.67,12.171,0.107
10-Aug-2023 03:00:01,13.449,6.611,1.67,11.807,0.107
10-Aug-2023 04:00:01,14.314,6.509,1.643,11.71,0.107
10-Aug-2023 05:00:01,13.161,6.433,1.643,11.589,0.107
10-Aug-2023 06:00:01,13.762,6.331,1.615,11.467,0.107
10-Aug-2023 07:00:01,14.529,6.331,1.615,11.686,0.107
10-Aug-2023 08:00:01,14.601,6.357,1.615,12.122,0.107
10-Aug-2023 09:00:01,14.05,6.382,1.588,12.364,0.107
10-Aug-2023 10:00:01,13.642,6.433,1.588,12.509,0.107
10-Aug-2023 11:00:01,13.522,6.433,1.588,12.558,0.107
10-Aug-2023 12:00:01,13.93,6.433,1.561,12.509,0.107
10-Aug-2023 13:00:01,15.509,6.585,1.561,13.305,0.135
10-Aug-2023 14:00:01,16.177,6.839,1.561,13.906,0.107
10-Aug-2023 15:00:01,16.915,6.99,1.534,14.337,0.107
10-Aug-2023 16:00:01,17.463,7.167,1.534,14.577,0.135
10-Aug-2023 17:00:01,18.39,7.293,1.534,14.792,0.135
10-Aug-2023 18:00:01,18.557,7.368,1.507,14.792,0.135
10-Aug-2023 19:00:01,16.654,7.343,1.534,14.529,0.135
10-Aug-2023 20:00:01,16.844,7.268,1.507,14.122,0.135
10-Aug-2023 21:00:01,16.606,7.217,1.507,13.93,0.135
10-Aug-2023 22:00:01,16.487,7.116,1.507,13.642,0.135
10-Aug-2023 23:00:01,15.986,6.99,1.507,13.233,0.135
11-Aug-2023 00:00:01,15.294,6.864,1.507,12.847,0.135
11-Aug-2023 01:00:01,14.649,6.737,1.507,12.485,0.135
11-Aug-2023 02:00:01,13.618,6.56,1.507,12.001,0.135
11-Aug-2023 03:00:01,12.775,6.433,1.534,11.637,0.163
11-Aug-2023 04:00:01,12.243,6.281,1.507,11.248,0.163
11-Aug-2023 05:00:01,12.558,6.128,1.507,10.858,0.163
11-Aug-2023 06:00:01,13.786,6.077,1.507,10.907,0.135
11-Aug-2023 07:00:01,13.522,6.051,1.507,11.224,0.135
11-Aug-2023 08:00:01,12.871,6.102,1.507,11.419,0.163
11-Aug-2023 09:00:01,12.703,6.102,1.48,11.54,0.135
11-Aug-2023 10:00:01,13.137,6.153,1.48,11.856,0.135
11-Aug-2023 11:00:01,13.281,6.204,1.48,12.195,0.163
11-Aug-2023 12:00:01,14.888,6.408,1.48,12.751,0.163
11-Aug-2023 13:00:01,15.891,6.611,1.48,13.401,0.163
11-Aug-2023 14:00:01,17.32,6.813,1.48,13.762,0.163
11-Aug-2023 15:00:01,17.534,6.914,1.453,13.666,0.163
11-Aug-2023 16:00:01,18.652,7.091,1.48,14.122,0.163
11-Aug-2023 17:00:01,19.032,7.217,1.453,14.385,0.163
11-Aug-2023 18:00:01,18.937,7.268,1.453,14.002,0.163
11-Aug-2023 19:00:01,18.699,7.217,1.453,13.954,0.163
11-Aug-2023 20:00:01,17.843,7.116,1.453,13.57,0.163
11-Aug-2023 21:00:01,16.344,6.94,1.48,12.896,0.19
11-Aug-2023 22:00:01,15.557,6.763,1.48,12.171,0.19
11-Aug-2023 23:00:01,14.936,6.585,1.453,11.637,0.163
12-Aug-2023 00:00:01,14.745,6.408,1.48,11.321,0.19
12-Aug-2023 01:00:01,14.888,6.306,1.48,11.2,0.19
12-Aug-2023 02:00:01,13.377,6.128,1.48,10.834,0.19
12-Aug-2023 03:00:01,12.775,6,1.48,10.614,0.19
12-Aug-2023 04:00:01,12.171,5.949,1.48,10.541,0.19
12-Aug-2023 05:00:01,11.029,5.898,1.48,10.345,0.19
12-Aug-2023 06:00:01,9.952,5.745,1.48,9.928,0.19
12-Aug-2023 07:00:01,9.287,5.616,1.48,9.534,0.19
12-Aug-2023 08:00:01,9.015,5.462,1.48,9.188,0.19
12-Aug-2023 09:00:01,9.262,5.36,1.453,9.089,0.19
12-Aug-2023 10:00:01,9.952,5.334,1.453,9.238,0.19
12-Aug-2023 11:00:01,11.078,5.437,1.453,9.534,0.19
12-Aug-2023 12:00:01,12.751,5.539,1.453,10.124,0.19
