Timestamp_UTC,AirTemp_C,GroundTemp_0cm_C,GroundTemp_12p33cm_C,GroundTemp_24p67cm_C,GroundTemp_37cm_C,QC_AirTemp_C,QC_GroundTemp_0cm_C,QC_GroundTemp_12p33cm_C,QC_GroundTemp_24p67cm_C,QC_GroundTemp_37cm_C
2026-06-23 19:00:00,NaN,13.5938888888889,2.85,-1.58388888888889,-0.902222222222222,9,0,0,0,0
2026-06-23 20:00:00,NaN,15.9627777777778,3.08888888888889,-1.55611111111111,-0.902222222222222,9,0,0,0,0
2026-06-23 21:00:00,NaN,18.2711111111111,3.40611111111111,-1.55611111111111,-0.872777777777779,9,0,0,0,0
2026-06-23 22:00:00,NaN,19.9122222222222,3.80111111111111,-1.55611111111111,-0.872777777777779,9,0,0,0,0
2026-06-23 23:00:00,NaN,20.6738888888889,4.24611111111111,-1.55611111111111,-0.872777777777779,9,0,0,0,0
2026-06-24 00:00:00,NaN,20.4361111111111,4.71388888888889,-1.52722222222222,-0.872777777777779,9,0,0,0,0
2026-06-24 01:00:00,NaN,19.46,5.15388888888889,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 02:00:00,NaN,18.2711111111111,5.48777777777778,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 03:00:00,NaN,16.915,5.69277777777778,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 04:00:00,NaN,15.39,5.77,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 05:00:00,NaN,13.9777777777778,5.71888888888889,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 06:00:00,NaN,12.8227777777778,5.61611111111111,-1.52722222222222,-0.872777777777779,9,0,0,0,0
2026-06-24 07:00:00,NaN,11.565,5.43722222222222,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 08:00:00,NaN,10.2961111111111,5.205,-1.52722222222222,-0.845000000000001,9,0,0,0,0
2026-06-24 09:00:00,NaN,9.13888888888889,4.94722222222222,-1.52722222222222,-0.872777777777779,9,0,0,0,0
2026-06-24 10:00:00,NaN,8.07,4.66222222222222,-1.52722222222222,-0.872777777777779,9,0,0,0,0
2026-06-24 11:00:00,NaN,7.29277777777778,4.37611111111111,-1.55611111111111,-0.902222222222222,9,0,0,0,0
2026-06-24 12:00:00,NaN,7.04111111111111,4.115,-1.52722222222222,-0.872777777777779,9,0,0,0,0
2026-06-24 13:00:00,NaN,7.19222222222222,3.90611111111111,-1.52722222222222,-0.872777777777779,9,0,0,0,0
2026-06-24 14:00:00,NaN,7.26777777777778,3.72222222222222,-1.49777777777778,-0.845000000000001,9,0,0,0,0
2026-06-24 15:00:00,NaN,7.44388888888889,3.59111111111111,-1.49777777777778,-0.845000000000001,9,0,0,0,0
2026-06-24 16:00:00,NaN,8.245,3.51222222222222,-1.49777777777778,-0.845000000000001,9,0,0,0,0
2026-06-24 17:00:00,NaN,10.0511111111111,3.53777777777778,-1.49777777777778,-0.845000000000001,9,0,0,0,0
2026-06-24 18:00:00,NaN,13.2327777777778,3.64277777777778,-1.47,-0.845000000000001,9,0,0,0,0
2026-06-24 19:00:00,NaN,16.32,3.85388888888889,-1.49777777777778,-0.817222222222222,9,0,0,0,0
2026-06-24 20:00:00,NaN,18.6277777777778,4.14111111111111,-1.47,-0.817222222222222,9,0,0,0,0
2026-06-24 21:00:00,NaN,21.0561111111111,4.58388888888889,-1.47,-0.78888888888889,9,0,0,0,0
2026-06-24 22:00:00,NaN,22.585,5.10222222222222,-1.47,-0.78888888888889,9,0,0,0,0
2026-06-24 23:00:00,NaN,22.9438888888889,5.64222222222222,-1.47,-0.78888888888889,9,0,0,0,0
2026-06-25 00:00:00,NaN,22.2261111111111,6.12777777777778,-1.47,-0.817222222222222,9,0,0,0,0
2026-06-25 01:00:00,NaN,21.3661111111111,6.535,-1.44111111111111,-0.78888888888889,9,0,0,0,0
2026-06-25 02:00:00,NaN,20.5311111111111,6.88888888888889,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 03:00:00,NaN,19.4127777777778,7.11611111111111,-1.44111111111111,-0.78888888888889,9,0,0,0,0
2026-06-25 04:00:00,NaN,17.6527777777778,7.24222222222222,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 05:00:00,NaN,16.01,7.24222222222222,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 06:00:00,NaN,14.505,7.14222222222222,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 07:00:00,NaN,13.2327777777778,6.99,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 08:00:00,NaN,12.025,6.78777777777778,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 09:00:00,NaN,10.9072222222222,6.50888888888889,-1.44111111111111,-0.78888888888889,9,0,0,0,0
2026-06-25 10:00:00,NaN,10.1977777777778,6.255,-1.44111111111111,-0.845000000000001,9,0,0,0,0
2026-06-25 11:00:00,NaN,9.58277777777778,5.975,-1.44111111111111,-0.845000000000001,9,0,0,0,0
2026-06-25 12:00:00,NaN,9.60777777777778,5.77,-1.44111111111111,-0.845000000000001,9,0,0,0,0
2026-06-25 13:00:00,NaN,9.60777777777778,5.53888888888889,-1.41277777777778,-0.817222222222222,9,0,0,0,0
2026-06-25 14:00:00,NaN,10.1488888888889,5.41111111111111,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 15:00:00,NaN,10.4177777777778,5.30777777777778,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 16:00:00,NaN,11.0527777777778,5.23111111111111,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 17:00:00,NaN,12.0738888888889,5.23111111111111,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 18:00:00,NaN,14.3611111111111,5.25722222222222,-1.41277777777778,-0.759999999999999,9,0,0,0,0
2026-06-25 19:00:00,NaN,16.4388888888889,5.385,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 20:00:00,NaN,16.8922222222222,5.51388888888889,-1.41277777777778,-0.78888888888889,9,0,0,0,0
2026-06-25 21:00:00,NaN,20.555,5.84722222222222,-1.38388888888889,-0.759999999999999,9,0,0,0,0
2026-06-25 22:00:00,NaN,22.1777777777778,6.23,-1.38388888888889,-0.759999999999999,9,0,0,0,0
2026-06-25 23:00:00,NaN,23.1361111111111,6.63611111111111,-1.35611111111111,-0.732222222222223,9,0,0,0,0
2026-06-26 00:00:00,NaN,22.4888888888889,7.04111111111111,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 01:00:00,NaN,21.0322222222222,7.39277777777778,-1.35611111111111,-0.732222222222223,9,0,0,0,0
2026-06-26 02:00:00,NaN,18.58,7.51888888888889,-1.35611111111111,-0.732222222222223,9,0,0,0,0
2026-06-26 03:00:00,NaN,16.7011111111111,7.61888888888889,-1.35611111111111,-0.732222222222223,9,0,0,0,0
2026-06-26 04:00:00,NaN,15.5572222222222,7.61888888888889,-1.35611111111111,-0.732222222222223,9,0,0,0,0
2026-06-26 05:00:00,NaN,14.8877777777778,7.56888888888889,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 06:00:00,NaN,12.7511111111111,7.34277777777778,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 07:00:00,NaN,11.175,7.14222222222222,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 08:00:00,NaN,9.805,6.83888888888889,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 09:00:00,NaN,8.66777777777778,6.50888888888889,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 10:00:00,NaN,7.59388888888889,6.17888888888889,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 11:00:00,NaN,6.78777777777778,5.82111111111111,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 12:00:00,NaN,6.28111111111111,5.51388888888889,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 13:00:00,NaN,6.12777777777778,5.205,-1.35611111111111,-0.78888888888889,9,0,0,0,0
2026-06-26 14:00:00,NaN,6.02611111111111,4.895,-1.35611111111111,-0.78888888888889,9,0,0,0,0
2026-06-26 15:00:00,NaN,6.17888888888889,4.66222222222222,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 16:00:00,NaN,6.48388888888889,4.42777777777778,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 17:00:00,NaN,7.04111111111111,4.27222222222222,-1.35611111111111,-0.759999999999999,9,0,0,0,0
2026-06-26 18:00:00,NaN,8.74222222222222,4.22,-1.32722222222222,-0.759999999999999,9,0,0,0,0
2026-06-26 19:00:00,NaN,11.4427777777778,4.27222222222222,-1.32722222222222,-0.732222222222223,9,0,0,0,0
2026-06-26 20:00:00,NaN,13.3527777777778,4.37611111111111,-1.32722222222222,-0.732222222222223,9,0,0,0,0
2026-06-26 21:00:00,NaN,15.7961111111111,4.58388888888889,-1.32722222222222,-0.703888888888889,9,1,0,0,0
