DateTime,AirTemp_C,Soil1Temp_C,Soil2Temp_C,Soil3Temp_C,Soil4Temp_C,ShortwaveFlux_Wm2_Avg,Rain_mm_Tot,LightningStrikes_Tot,LightningDist_km_Avg,WindSpeed_ms_Avg,VaporPressure_mbar_Avg,Pressure_mbar_Avg,RelativeHumidity_pct,TCDT_C
14-Aug-2023 22:00:00,13.91,10.72,8.4,1.322,0.171,10.33,0,0,0,0.433,11.375,981.3834,76.4,1.362
14-Aug-2023 23:00:00,11.88,9.55,7.647,1.316,0.172,2.333,0,0,0,0.454,11.25,981.4917,83.7,1.364
15-Aug-2023 00:00:00,10.24,7.946,6.673,1.304,0.173,0,0,0,0,0.536,10.75,981.5834,88.4,1.356
15-Aug-2023 01:00:00,8.66,6.605,5.804,1.288,0.173,0,0,0,0,0.538,10.25,981.6333,92.8,1.353
15-Aug-2023 02:00:00,7.85,5.578,5.12,1.277,0.176,0,0,0,0,0.519,10.05,981.8083,96.1,1.351
15-Aug-2023 03:00:00,7.258,4.875,4.626,1.262,0.177,0,0,0,0,0.552,9.783334,981.8333,97,1.348
15-Aug-2023 04:00:00,7.083,4.356,4.178,1.247,0.178,0,0,0,0,0.488,9.783334,981.9667,96.3,1.349
15-Aug-2023 05:00:00,7.308,4.49,4.182,1.234,0.181,0,0,0,0,0.378,9.941667,982.1,98.3,1.368
15-Aug-2023 06:00:00,7.867,5.059,4.264,1.222,0.18,0.833,0,0,0,0.284,10.44167,982.1917,99.5,1.367
15-Aug-2023 07:00:00,8.07,5.621,4.427,1.213,0.181,9.25,0,0,0,0.284,10.675,982.2,99.1,1.366
15-Aug-2023 08:00:00,9.13,6.708,4.857,1.206,0.182,32.58,0,0,0,0.231,11.5,982.15,100,1.351
15-Aug-2023 09:00:00,9.92,7.974,5.362,1.197,0.179,58.33,0,0,0,0.149,12.19167,982.3583,100,1.363
15-Aug-2023 10:00:00,11.18,8.88,5.784,1.193,0.177,64.58,0,0,0,0.256,13,982.6166,92.6,1.354
15-Aug-2023 11:00:00,13.89,9.72,6.408,1.185,0.176,150.4,0,0,0,0.448,13.46667,982.275,80.9,0.327
15-Aug-2023 12:00:00,16.09,11.35,7.139,1.183,0.174,303.8,0,0,0,0.508,13.6,981.8167,71.4,1.354
15-Aug-2023 13:00:00,18.07,12.72,8.25,1.194,0.173,228.4,0,0,0,0.773,12.81667,981.6667,54.3,1.334
15-Aug-2023 14:00:00,19.46,16.07,9.34,1.2,0.171,330.4,0,0,0,0.688,11.34167,980.9417,47.9,1.328
15-Aug-2023 15:00:00,20.17,14.94,9.68,1.213,0.168,362.1,0,0,0,0.734,10.55,980.5417,44.7,1.325
15-Aug-2023 16:00:00,20.03,15.99,10.69,1.221,0.165,290.2,0,0,0,0.587,10.45,980.2917,40.9,1.323
15-Aug-2023 17:00:00,21.38,16.69,11.2,1.237,0.164,239.6,0,0,0,0.607,10.35,979.6833,38.6,1.308
15-Aug-2023 18:00:00,21.7,15.99,10.99,1.237,0.163,285.8,0,0,0,0.603,10.15,979.1667,39.8,1.318
15-Aug-2023 19:00:00,21.8,15.52,11.06,1.245,0.159,315,0,0,0,0.547,10.025,978.4833,39.1,0.3
15-Aug-2023 20:00:00,21.36,14.48,10.4,1.243,0.16,163.6,0,0,0,0.433,10.89167,978.25,43.3,1.324
15-Aug-2023 21:00:00,19.13,12.56,9.43,1.237,0.159,59.08,0,0,0,0.343,10.825,978.1833,53.5,1.328
15-Aug-2023 22:00:00,15.97,10.59,8.34,1.227,0.159,13,0,0,0,0.452,10.78333,978.3,65.1,1.325
15-Aug-2023 23:00:00,13.02,8.96,7.294,1.215,0.161,1.667,0,0,0,0.416,10.85833,978.3333,77.6,1.329
16-Aug-2023 00:00:00,10.99,7.303,6.261,1.201,0.161,0,0,0,0,0.418,10.43333,977.925,82.2,1.326
16-Aug-2023 01:00:00,8.81,6.013,5.424,1.189,0.16,0,0,0,0,0.558,9.775,977.5417,87,1.326
16-Aug-2023 02:00:00,7.867,5.072,4.743,1.174,0.162,0,0,0,0,0.526,9.8,977.3667,94.1,1.329
16-Aug-2023 03:00:00,6.667,4.209,4.121,1.159,0.165,0,0,0,0,0.588,9.233334,977.225,94.7,1.355
16-Aug-2023 04:00:00,5.75,3.468,3.575,1.145,0.166,0,0,0,0,0.517,8.875,977,96.1,1.352
16-Aug-2023 05:00:00,4.917,2.786,3.084,1.126,0.166,0,0,0,0,0.474,8.441667,976.8083,98.4,1.352
16-Aug-2023 06:00:00,4.058,2.207,2.668,1.107,0.168,1,0,0,0,0.478,7.991667,976.5167,97.3,1.352
16-Aug-2023 07:00:00,3.992,1.916,2.426,1.087,0.168,7.417,0,0,0,0.473,7.875,976.5333,95.4,1.35
16-Aug-2023 08:00:00,5.65,2.163,2.461,1.071,0.169,14.58,0,0,0,0.407,8.766666,976.7083,99.1,1.351
16-Aug-2023 09:00:00,6.942,2.767,2.686,1.057,0.169,22.17,0,0,0,0.343,9.558333,976.9,94.9,1.343
16-Aug-2023 10:00:00,9.41,4.094,3.244,1.047,0.166,53.92,0,0,0,0.298,11.55833,976.8834,95.8,1.352
16-Aug-2023 11:00:00,12.45,6.516,4.269,1.042,0.164,127.5,0,0,0,0.298,13.75,976.85,86.7,1.328
16-Aug-2023 12:00:00,16.48,9.72,5.612,1.046,0.163,304.4,0,0,0,0.388,13.69167,976.7167,64.1,1.362
16-Aug-2023 13:00:00,19.54,12.09,7.157,1.059,0.161,267.5,0,0,0,0.466,12.6,976.9083,53.4,1.321
16-Aug-2023 14:00:00,20.13,15.14,8.38,1.065,0.158,276.2,0,0,0,0.473,11.93333,977.0084,46.8,0.302
16-Aug-2023 15:00:00,21.33,14.64,9.12,1.08,0.156,368.3,0,0,0,0.531,11.325,977.025,40.6,0.255
16-Aug-2023 16:00:00,20.98,15.43,10.36,1.098,0.153,255.7,0,0,0,0.529,11.225,977.5917,47.1,1.315
16-Aug-2023 17:00:00,20.02,14.46,9.95,1.1,0.152,103.9,0,0,0,0.469,12.11667,978.2083,52.1,1.316
16-Aug-2023 18:00:00,20.63,15.09,10.2,1.101,0.149,211.5,0,0,0,0.532,12.04167,978.5167,44.3,1.317
16-Aug-2023 19:00:00,21.78,15.13,10.33,1.113,0.147,309.8,0,0,0,0.788,11.08333,978.7,40.9,1.32
16-Aug-2023 20:00:00,20.98,13.5,9.7,1.108,0.143,138.3,0,0,0,0.667,10.65,979.3583,45.6,1.321
16-Aug-2023 21:00:00,19.22,12,8.96,1.101,0.144,47.08,0,0,0,0.659,10.85,980.25,51.1,1.325
16-Aug-2023 22:00:00,17.15,10.32,8,1.091,0.143,10.83,0,0,0,0.423,10.41667,981.275,56.8,1.327
16-Aug-2023 23:00:00,14.89,8.8,7.1,1.079,0.141,0.5,0,0,0,0.344,10.31667,982.25,64.4,1.325
17-Aug-2023 00:00:00,14.19,8.2,6.603,1.072,0.143,0,0,0,0,0.465,10.24167,982.925,64.9,1.33
17-Aug-2023 01:00:00,12.25,6.809,5.753,1.064,0.142,0,0,0,0,0.35,9.708334,983.8167,72.2,1.351
17-Aug-2023 02:00:00,11.08,6.211,5.276,1.053,0.143,0,0,0,0,0.354,9.666667,984.4417,74.6,1.348
17-Aug-2023 03:00:00,10.84,6.642,5.316,1.05,0.145,0,0,0,0,0.367,9.866667,984.975,76.8,1.349
17-Aug-2023 04:00:00,10.68,6.593,5.139,1.049,0.146,0,0,0,0,0.319,9.991667,985.3666,79,1.351
17-Aug-2023 05:00:00,10.27,6.549,5.056,1.045,0.148,0,0,0,0,0.4,10.14167,985.7667,82.8,1.352
17-Aug-2023 06:00:00,10.37,6.733,5.081,1.041,0.148,0.167,0,0,0,0.369,10.3,986.0583,79.6,1.349
17-Aug-2023 07:00:00,11.1,7.144,5.239,1.036,0.15,8.25,0,0,0,0.388,10.29167,986.5583,77.7,1.353
17-Aug-2023 08:00:00,11.35,7.697,5.471,1.036,0.149,28,0,0,0,0.488,10.475,986.8833,78.5,1.35
17-Aug-2023 09:00:00,11.67,8.14,5.709,1.036,0.148,48.83,0,0,0,0.509,10.75,987.2333,75.9,1.351
17-Aug-2023 10:00:00,12.2,8.46,5.822,1.037,0.15,60.67,0,0,0,0.902,10.125,987.4667,67.5,1.324
17-Aug-2023 11:00:00,13.06,10.62,6.782,1.044,0.15,146.5,0,0,0,1.179,9.95,987.575,66,1.319
17-Aug-2023 12:00:00,13.17,11.44,7.191,1.052,0.148,133,0,0,0,1.107,10.125,987.9,67.3,1.326
17-Aug-2023 13:00:00,12.99,11.42,7.383,1.053,0.149,107.6,0,0,0,1.033,10.01667,988.0917,66.8,1.318
17-Aug-2023 14:00:00,13.77,12.98,8.19,1.065,0.147,198.3,0,0,0,1.137,10.325,987.9916,65.5,1.316
17-Aug-2023 15:00:00,13.94,12.86,8.23,1.07,0.149,148.3,0,0,0,1.101,10.26667,988.1667,63.3,1.315
17-Aug-2023 16:00:00,14.14,12.75,8.3,1.073,0.147,135.7,0,0,0,0.949,10.13333,988.1417,64.4,1.315
17-Aug-2023 17:00:00,13.56,12.01,8.02,1.067,0.145,95.5,0,0,0,1.053,10.05833,988.125,65.7,1.317
17-Aug-2023 18:00:00,13.04,11.49,7.792,1.066,0.144,83.5,0,0,0,1.092,10.00833,987.9917,67.9,1.322
17-Aug-2023 19:00:00,12.39,10.49,7.408,1.063,0.144,44.83,0,0,0,0.917,10.04167,987.8333,70.7,1.318
17-Aug-2023 20:00:00,12.13,9.91,7.052,1.056,0.143,32.92,0,0,0,0.89,10.06667,987.8667,72.6,1.326
17-Aug-2023 21:00:00,11.61,9.05,6.577,1.043,0.142,9.08,0,0,0,0.813,10,987.7667,73.5,1.32
17-Aug-2023 22:00:00,11.41,8.44,6.23,1.035,0.143,1.75,0,0,0,0.788,9.95,987.775,74.9,1.326
17-Aug-2023 23:00:00,11.09,7.975,5.934,1.029,0.145,0.083,0,0,0,0.634,10,987.5917,74.8,1.327
18-Aug-2023 00:00:00,11.03,7.688,5.781,1.025,0.143,0,0,0,0,0.533,9.924999,987.4667,75.8,1.325
18-Aug-2023 01:00:00,10.81,7.431,5.564,1.018,0.142,0,0,0,0,0.35,9.85,987.4,77.8,1.328
18-Aug-2023 02:00:00,10.06,7.052,5.303,1.011,0.143,0,0,0,0,0.302,9.891666,987.1,80.3,1.325
18-Aug-2023 03:00:00,10.06,6.632,5.055,1.004,0.144,0,0,0,0,0.368,9.783334,986.6917,79,1.329
18-Aug-2023 04:00:00,10.37,6.645,5.006,0.996,0.143,0,0,0,0,0.504,9.9,986.5667,79.9,1.33
18-Aug-2023 05:00:00,10.24,6.749,4.967,0.99,0.146,0,0,0,0,0.487,10.125,986.3333,82.6,1.327
18-Aug-2023 06:00:00,9.99,6.699,4.858,0.98,0.146,0,0,0,0,0.444,10.13333,986.0583,82.1,0.29
18-Aug-2023 07:00:00,9.97,6.837,4.939,0.978,0.146,2,0,0,0,0.381,10.275,986.025,83.5,1.349
18-Aug-2023 08:00:00,10.13,7.059,5.004,0.973,0.144,7.583,0,0,0,0.455,10.49167,985.725,85.1,1.351
18-Aug-2023 09:00:00,10.65,7.921,5.349,0.971,0.145,33.5,0,0,0,0.669,10.75,985.3917,85.4,1.355
18-Aug-2023 10:00:00,10.71,9.21,5.9,0.971,0.143,70.42,0,0,0,0.586,11.55,985.325,89.7,1.316
18-Aug-2023 11:00:00,11.99,10.59,6.6,0.984,0.142,99.1,0,0,0,0.647,11.78333,985.3167,80.2,1.321
18-Aug-2023 12:00:00,13.38,12.67,7.655,1.003,0.142,170.4,0,0,0,0.88,11.64167,985.2583,73,1.323
18-Aug-2023 13:00:00,14.08,13.3,8.26,1.017,0.14,168,0,0,0,0.913,11.45,985.3167,70.2,1.351
18-Aug-2023 14:00:00,14.46,13.77,8.63,1.02,0.139,164.6,0,0,0,0.919,11.41667,985.5416,68.1,1.318
18-Aug-2023 15:00:00,14.73,13.65,8.69,1.027,0.139,148.3,0,0,0,0.941,11.325,985.7,66.9,1.317
18-Aug-2023 16:00:00,14.28,12.32,8.38,1.032,0.138,69.92,0,0,0,0.918,11.075,986.0416,69.2,1.318
18-Aug-2023 17:00:00,14.23,12.23,8.31,1.024,0.139,83.2,0,0,0,0.825,11.45,986.1917,69.2,1.315
18-Aug-2023 18:00:00,14.72,12.63,8.52,1.035,0.137,87.8,0,0,0,0.777,11.8,986.1417,70.1,1.317
18-Aug-2023 19:00:00,14.81,12.61,8.56,1.046,0.137,82.2,0,0,0,0.723,11.86667,986.125,72.2,1.319
18-Aug-2023 20:00:00,14.42,11.72,8.2,1.048,0.138,43.5,0,0,0,0.616,11.94167,986.3,73.2,1.318
18-Aug-2023 21:00:00,13.94,10.97,7.793,1.044,0.138,25.17,0,0,0,0.616,11.85833,986.425,74.9,1.318
18-Aug-2023 22:00:00,13.44,10.16,7.383,1.042,0.138,4.75,0,0,0,0.528,11.75,986.6167,77.4,1.319
18-Aug-2023 23:00:00,12.77,9.35,6.934,1.038,0.139,0,0,0,0,0.286,11.64167,986.6083,80.4,1.317
19-Aug-2023 00:00:00,12.18,8.79,6.574,1.036,0.141,0,0,0,0,0.318,11.575,986.6583,81.4,1.323
19-Aug-2023 01:00:00,11.63,8.2,6.207,1.032,0.141,0,0,0,0,0.337,11.325,986.6583,84.6,1.319
19-Aug-2023 02:00:00,11.23,8.1,6.03,1.03,0.143,0,0,0,0,0.316,11.31667,986.625,86.3,1.319
19-Aug-2023 03:00:00,10.92,8.09,5.935,1.031,0.144,0,0,0,0,0.378,11.74167,986.6666,91.7,1.324
19-Aug-2023 04:00:00,10.73,7.838,5.764,1.031,0.145,0,0,0,0,0.421,11.71667,986.625,90.4,1.326
19-Aug-2023 05:00:00,10.74,7.694,5.627,1.027,0.146,0,0,0,0,0.571,11.50833,986.6166,87.1,1.325
19-Aug-2023 06:00:00,10.83,7.517,5.511,1.025,0.148,0,0,0,0,0.671,11.225,986.6833,84.9,1.322
19-Aug-2023 07:00:00,11.01,7.547,5.42,1.025,0.148,4.75,0,0,0,0.872,10.725,986.7916,80.5,1.355
19-Aug-2023 08:00:00,10.81,7.321,5.311,1.017,0.147,9.42,0,0,0,0.983,10.325,986.725,79.6,1.325
19-Aug-2023 09:00:00,10.67,7.378,5.29,1.01,0.149,11,0,0,0,0.625,10.175,986.6833,78.6,1.321
19-Aug-2023 10:00:00,11.18,8.54,5.763,1.014,0.148,55.67,0,0,0,0.835,10.34167,986.75,76.9,1.32
19-Aug-2023 11:00:00,11.33,8.71,5.932,1.019,0.149,45.92,0,0,0,1.12,10.175,987.0917,75.7,1.28
19-Aug-2023 12:00:00,11.13,8.66,5.96,1.011,0.148,40.17,0,0,0,0.803,10.00833,987.25,75.4,1.325
19-Aug-2023 13:00:00,11.04,9.32,6.14,1.01,0.148,74.33,0,0,0,0.812,10.18333,987.35,80.1,1.324
19-Aug-2023 14:00:00,11.05,9.39,6.251,1.007,0.147,58.42,0,0,0,0.708,10.24167,987.5084,77.2,1.324
19-Aug-2023 15:00:00,10.95,9,6.185,1.009,0.145,45.83,0,0,0,0.778,9.966667,987.8333,73.6,1.332
19-Aug-2023 16:00:00,11.37,9.57,6.375,1.002,0.145,80.3,0,0,0,0.903,9.85,987.8834,72.6,1.367
19-Aug-2023 17:00:00,11.53,9.63,6.449,1.001,0.145,57.83,0,0,0,0.746,9.8,987.9417,71.3,1.326
19-Aug-2023 18:00:00,11.55,9.41,6.419,0.996,0.144,62,0,0,0,0.76,9.8,988.1166,71.6,1.321
19-Aug-2023 19:00:00,11.67,9.3,6.388,0.996,0.142,47.17,0,0,0,0.787,9.708333,988.1833,71,1.325
19-Aug-2023 20:00:00,11.28,8.95,6.265,0.986,0.143,31.42,0,0,0,0.383,9.716667,988.425,73.5,1.309
19-Aug-2023 21:00:00,11.01,8.46,5.96,0.977,0.142,15.17,0,0,0,0.39,9.783334,988.7416,74.5,1.312
19-Aug-2023 22:00:00,10.67,7.795,5.654,0.97,0.141,5.833,0,0,0,0.521,9.766667,988.9667,76.8,1.304
19-Aug-2023 23:00:00,10.26,7.273,5.381,0.958,0.14,0,0,0,0,0.457,9.708333,989.2583,76.3,1.321
20-Aug-2023 00:00:00,9.49,6.196,4.777,0.943,0.139,0,0,0,0,0.489,9.35,989.4417,80.1,1.327
20-Aug-2023 01:00:00,8.74,5.201,4.231,0.927,0.139,0,0,0,0,0.466,9.075,989.45,79.2,0.291
20-Aug-2023 02:00:00,9.68,5.82,4.431,0.923,0.139,0,0,0,0,0.577,9.391666,989.5917,79.7,0.294
20-Aug-2023 03:00:00,9.46,5.617,4.305,0.914,0.137,0,0,0,0,0.457,9.358334,989.6417,80.5,0.292
20-Aug-2023 04:00:00,9.2,5.846,4.317,0.906,0.137,0,0,0,0,0.317,9.483334,989.65,82.2,0.294
20-Aug-2023 05:00:00,9.13,5.899,4.304,0.9,0.137,0,0,0,0,0.372,9.5,989.7333,83.2,0.292
