Timestamp_UTC,AirTemp_C,GroundTemp_0cm_C,GroundTemp_12p4cm_C,GroundTemp_26p8cm_C,GroundTemp_40p9cm_C,QC_AirTemp_C,QC_GroundTemp_0cm_C,QC_GroundTemp_12p4cm_C,QC_GroundTemp_26p8cm_C,QC_GroundTemp_40p9cm_C
2023-08-09 03:00:00,20.15,20.0072222222222,16.5338888888889,3.95777777777778,0.35611111111111,0,0,0,0,0
2023-08-09 04:00:00,20.15,18.7711111111111,15.9627777777778,3.85388888888889,0.301111111111112,0,0,0,0,0
2023-08-09 05:00:00,18.9127777777778,17.1061111111111,14.9361111111111,3.775,0.301111111111112,0,0,0,0,0
2023-08-09 06:00:00,16.3922222222222,14.5527777777778,13.2088888888889,3.56388888888889,0.301111111111112,0,0,0,0,0
2023-08-09 07:00:00,14.5527777777778,12.8472222222222,11.71,3.38,0.301111111111112,0,0,0,0,0
2023-08-09 08:00:00,13.3772222222222,11.4188888888889,10.4427777777778,3.16777777777778,0.301111111111112,0,0,0,0,0
2023-08-09 09:00:00,12.9922222222222,10.9322222222222,9.73111111111111,3.00888888888889,0.301111111111112,0,0,0,0,0
2023-08-09 10:00:00,12.6538888888889,10.5161111111111,9.21277777777778,2.85,0.301111111111112,0,0,0,0,0
2023-08-09 11:00:00,12.4372222222222,10.2472222222222,8.84111111111111,2.71722222222222,0.272777777777778,0,0,0,0,0
2023-08-09 12:00:00,12.4611111111111,10.1488888888889,8.61777777777778,2.61,0.272777777777778,0,0,0,0,0
2023-08-09 13:00:00,11.2972222222222,9.13888888888889,8.12,2.50277777777778,0.272777777777778,0,0,0,0,0
2023-08-09 14:00:00,10.8577777777778,8.295,7.31777777777778,2.34277777777778,0.272777777777778,0,0,0,0,0
2023-08-09 15:00:00,11.71,9.46,7.645,2.31611111111111,0.24611111111111,0,0,0,0,0
2023-08-09 16:00:00,13.93,11.6861111111111,8.74222222222222,2.37,0.24611111111111,0,0,0,0,0
2023-08-09 17:00:00,16.7961111111111,14.2177777777778,10.6377777777778,2.50277777777778,0.24611111111111,0,0,0,0,0
2023-08-09 18:00:00,18.1522222222222,15.055,11.7338888888889,2.69,0.24611111111111,0,0,0,0,0
2023-08-09 19:00:00,18.6522222222222,16.7011111111111,12.7988888888889,2.85,0.24611111111111,0,0,0,0,0
2023-08-09 20:00:00,18.5572222222222,18.3661111111111,13.7138888888889,2.95611111111111,0.24611111111111,0,0,0,0,0
2023-08-09 21:00:00,20.9361111111111,20.865,15.3661111111111,3.22111111111111,0.272777777777778,0,0,0,0,0
2023-08-09 22:00:00,21.3661111111111,22.0822222222222,16.1527777777778,3.43277777777778,0.272777777777778,0,1,0,0,0
2023-08-09 23:00:00,20.0788888888889,19.4838888888889,16.01,3.59111111111111,0.301111111111112,0,0,0,0,0
2023-08-10 00:00:00,22.0111111111111,21.7477777777778,16.82,3.775,0.301111111111112,0,0,0,0,0
2023-08-10 01:00:00,19.1027777777778,18.4138888888889,15.6522222222222,3.80111111111111,0.328888888888888,0,0,0,1,1
2023-08-10 02:00:00,18.1522222222222,18.0572222222222,15.8427777777778,4.99888888888889,1.09888888888889,0,0,0,1,1
2023-08-10 03:00:00,17.7238888888889,17.4861111111111,15.1988888888889,4.37611111111111,0.217777777777779,0,0,0,0,1
2023-08-10 04:00:00,16.9388888888889,17.0577777777778,14.7211111111111,4.19388888888889,0.217777777777779,0,0,0,0,0
2023-08-10 05:00:00,15.915,16.0338888888889,13.9538888888889,4.03722222222222,0.272777777777778,0,0,0,0,0
2023-08-10 06:00:00,14.7922222222222,14.625,12.9922222222222,3.85388888888889,0.328888888888888,0,0,0,0,0
2023-08-10 07:00:00,14.0261111111111,13.3527777777778,11.9772222222222,3.69611111111111,0.38388888888889,0,0,0,0,0
2023-08-10 08:00:00,13.4972222222222,12.4372222222222,11.1511111111111,3.53777777777778,0.412222222222221,0,0,0,0,0
2023-08-10 09:00:00,13.57,11.7588888888889,10.5161111111111,3.40611111111111,0.412222222222221,0,0,0,0,0
2023-08-10 10:00:00,11.9772222222222,10.8338888888889,9.73111111111111,3.22111111111111,0.438888888888888,0,0,0,0,0
2023-08-10 11:00:00,10.4427777777778,9.50888888888889,8.81722222222222,3.03611111111111,0.438888888888888,0,0,0,0,0
2023-08-10 12:00:00,10.8338888888889,9.26222222222222,8.34388888888889,2.93,0.438888888888888,0,0,0,0,0
2023-08-10 13:00:00,10.6138888888889,8.89111111111111,7.895,2.79722222222222,0.412222222222221,0,0,0,0,0
2023-08-10 14:00:00,10.81,8.74222222222222,7.645,2.69,0.412222222222221,0,0,0,0,0
2023-08-10 15:00:00,12.485,9.73111111111111,7.97,2.63722222222222,0.38388888888889,0,0,0,0,0
2023-08-10 16:00:00,14.1461111111111,11.37,8.79222222222222,2.66388888888889,0.38388888888889,0,0,0,0,0
